Path,Family (abbr.),Family (in full),Instrument (abbr.),Instrument (in full),Technique (abbr.),Technique (in full),Pitch,Pitch ID (if applicable),Dynamics,Dynamics ID (if applicable),Instance ID,Mute (abbr.),Mute (in full),String ID (if applicable),Needed digital retuning,Fold
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D#6-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D#6,87.0,p,1.0,0.0,N,None,,False,2
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D4-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D4,62.0,f,3.0,0.0,N,None,,False,1
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D4-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D4,62.0,p,1.0,0.0,N,None,,False,0
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D5-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D5,74.0,f,3.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D5-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D5,74.0,p,1.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D6-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D6,86.0,f,3.0,0.0,N,None,,False,1
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D6-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D6,86.0,p,1.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-D7-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,D7,98.0,f,3.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-E4-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,E4,64.0,f,3.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-E4-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,E4,64.0,p,1.0,0.0,N,None,,False,0
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-E5-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,E5,76.0,f,3.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-E5-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,E5,76.0,p,1.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-E6-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,E6,88.0,f,3.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-E6-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,E6,88.0,p,1.0,0.0,N,None,,False,1
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F#3-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F#3,54.0,f,3.0,0.0,N,None,,False,1
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F#4-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F#4,66.0,f,3.0,0.0,N,None,,False,2
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F#4-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F#4,66.0,p,1.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F#5-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F#5,78.0,f,3.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F#5-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F#5,78.0,p,1.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F#6-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F#6,90.0,f,3.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F#6-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F#6,90.0,p,1.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F4-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F4,65.0,f,3.0,0.0,N,None,,False,1
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F4-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F4,65.0,p,1.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F5-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F5,77.0,f,3.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F5-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F5,77.0,p,1.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F6-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F6,89.0,f,3.0,0.0,N,None,,False,0
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-F6-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,F6,89.0,p,1.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G#3-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G#3,56.0,f,3.0,0.0,N,None,,False,2
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G#4-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G#4,68.0,f,3.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G#4-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G#4,68.0,p,1.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G#5-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G#5,80.0,f,3.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G#5-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G#5,80.0,p,1.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G#6-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G#6,92.0,f,3.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G#6-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G#6,92.0,p,1.0,0.0,N,None,,False,2
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G3-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G3,55.0,f,3.0,0.0,N,None,,False,2
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G4-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G4,67.0,f,3.0,0.0,N,None,,False,2
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G4-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G4,67.0,p,1.0,0.0,N,None,,False,4
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G5-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G5,79.0,f,3.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G5-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G5,79.0,p,1.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G6-f-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G6,91.0,f,3.0,0.0,N,None,,False,3
PluckedStrings/Harp/harmonic_fingering/Hp-harm_fngr-G6-p-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,harm_fngr,harmonic_fingering,G6,91.0,p,1.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A#1-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#1,34.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A#1-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#1,34.0,mf,2.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A#1-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#1,34.0,pp,0.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A#2-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#2,46.0,ff,4.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A#2-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#2,46.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A#2-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#2,46.0,pp,0.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A#3-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#3,58.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A#3-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#3,58.0,mf,2.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-A#3-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#3,58.0,pp,0.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A#4-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#4,70.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A#4-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#4,70.0,mf,2.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-A#4-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#4,70.0,pp,0.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A#5-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#5,82.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A#5-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#5,82.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-A#5-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#5,82.0,pp,0.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-A#6-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#6,94.0,ff,4.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A#6-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#6,94.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-A#6-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A#6,94.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A1-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A1,33.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A1-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A1,33.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A1-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A1,33.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A2-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A2,45.0,ff,4.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A2-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A2,45.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A2-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A2,45.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A3-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A3,57.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-A3-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A3,57.0,mf,2.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-A3-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A3,57.0,pp,0.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A4-ff-N-T20d.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A4,69.0,ff,4.0,0.0,N,None,,True,2
PluckedStrings/Harp/ordinario/Hp-ord-A4-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A4,69.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-A4-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A4,69.0,pp,0.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A5-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A5,81.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-A5-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A5,81.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-A5-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A5,81.0,pp,0.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-A6-ff-N-T15d.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A6,93.0,ff,4.0,0.0,N,None,,True,2
PluckedStrings/Harp/ordinario/Hp-ord-A6-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A6,93.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-A6-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,A6,93.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-B0-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B0,23.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-B1-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B1,35.0,ff,4.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-B1-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B1,35.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-B1-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B1,35.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-B2-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B2,47.0,ff,4.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-B2-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B2,47.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-B2-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B2,47.0,pp,0.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-B3-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B3,59.0,ff,4.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-B3-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B3,59.0,mf,2.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-B3-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B3,59.0,pp,0.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-B4-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B4,71.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-B4-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B4,71.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-B4-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B4,71.0,pp,0.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-B5-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B5,83.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-B5-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B5,83.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-B5-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B5,83.0,pp,0.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-B6-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B6,95.0,ff,4.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-B6-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B6,95.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-B6-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,B6,95.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C#1-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#1,25.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C#1-mf-N-T10u.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#1,25.0,mf,2.0,0.0,N,None,,True,0
PluckedStrings/Harp/ordinario/Hp-ord-C#1-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#1,25.0,pp,0.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-C#2-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#2,37.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C#2-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#2,37.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C#2-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#2,37.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C#3-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#3,49.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C#3-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#3,49.0,mf,2.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C#3-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#3,49.0,pp,0.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C#4-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#4,61.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C#4-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#4,61.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-C#4-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#4,61.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C#5-ff-N-T15d.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#5,73.0,ff,4.0,0.0,N,None,,True,3
PluckedStrings/Harp/ordinario/Hp-ord-C#5-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#5,73.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-C#5-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#5,73.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C#6-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#6,85.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C#6-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#6,85.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-C#6-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#6,85.0,pp,0.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C#7-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#7,97.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C#7-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#7,97.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-C#7-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C#7,97.0,pp,0.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C1-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C1,24.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C1-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C1,24.0,mf,2.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C1-pp-N-T17u.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C1,24.0,pp,0.0,0.0,N,None,,True,0
PluckedStrings/Harp/ordinario/Hp-ord-C2-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C2,36.0,ff,4.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-C2-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C2,36.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C2-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C2,36.0,pp,0.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C3-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C3,48.0,ff,4.0,0.0,N,None,,False,0
PluckedStrings/Harp/ordinario/Hp-ord-C3-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C3,48.0,mf,2.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C3-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C3,48.0,pp,0.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C4-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C4,60.0,ff,4.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C4-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C4,60.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-C4-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C4,60.0,pp,0.0,0.0,N,None,,False,1
PluckedStrings/Harp/ordinario/Hp-ord-C5-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C5,72.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C5-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C5,72.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-C5-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C5,72.0,pp,0.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C6-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C6,84.0,ff,4.0,0.0,N,None,,False,2
PluckedStrings/Harp/ordinario/Hp-ord-C6-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C6,84.0,mf,2.0,0.0,N,None,,False,4
PluckedStrings/Harp/ordinario/Hp-ord-C6-pp-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C6,84.0,pp,0.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C7-ff-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C7,96.0,ff,4.0,0.0,N,None,,False,3
PluckedStrings/Harp/ordinario/Hp-ord-C7-mf-N-N.wav,PluckedStrings,Plucked Strings,Hp,Harp,ord,ordinario,C7,96.0,mf,2.0,0.0,N,None,,False,4
